CÓDIGO SIGEP,NOMBRE DE LA ENTIDAD,NIT,ORDEN,SUBORDEN,CLASIFICACIÓN ORGÁNICA,SECTOR,NIVEL,TIPO DE VINCULACIÓN,NATURALEZA JURÍDICA,LONGITUD,LATITUD,AÑO,FUENTE,CANTIDAD DE HOMBRES EN CARGOS DE MÁXIMO NIVEL DECISORIO,CANTIDAD DE MUJERES EN CARGOS DE MÁXIMO NIVEL DECISORIO,CANTIDAD DE HOMBRES EN CARGOS EN CARGOS DE OTROS NIVELES DECISORIOS,CANTIDAD DE MUJERES EN CARGOS EN CARGOS DE OTROS NIVELES DECISORIOS,CANTIDAD DE CARGOS PROVISTOS MÁXIMO NIVEL DECISORIO,CANTIDAD DE CARGOS PROVISTOS OTRO NIVEL DECISORIO,CODIGO DEPARTAMENTO,DEPARTAMENTO,CÓDIGO MUNICIPIO,MUNICIPIO
614,ALCALDIA DE GONZALEZ,800096597,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-73.375373085,8.405516522,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",2,2,2,2,4,4,20,CESAR,20310,GONZÁLEZ
3236,HOSPITAL  SAN MARTIN  - ARMENIA,890982153,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,SALUD Y PROTECCIÓN SOCIAL,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-75.809955281,6.163683758,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",0,1,0,1,1,1,05,ANTIOQUIA,05059,ARMENIA
670,ALCALDIA DE JERICO - ANTIOQUIA,890981069,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-75.764882556,5.769820536,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",2,3,2,0,5,2,05,ANTIOQUIA,05368,JERICÓ
3336,HOSPITAL CAICEDO FLOREZ - SUAITA,890203373,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-73.362257946,6.101499739,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",0,1,0,,1,,68,SANTANDER,68770,SUAITA
1437,CENTRO DE FORMACION INTEGRAL PARA EL TRABAJO CEFIT,811031876,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-75.546867788,6.154394922,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",1,0,2,2,1,4,05,ANTIOQUIA,05266,ENVIGADO
6144,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL HUILA - AGUAS DEL HUILA S.A .,800100553,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,SOCIEDAD DE ECONOMÍA MIXTA,-75.272362322,2.993360046,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",1,0,1,1,1,2,41,HUILA,41001,NEIVA
4389,GESTORA URBANA DE IBAGUE,809009742,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-75.252590995,4.451921427,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",0,1,2,2,1,4,73,TOLIMA,73001,IBAGUÉ
1182,ALCALDIA DE TESALIA,800097176,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-75.68259642,2.526855132,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",2,3,0,,5,,41,HUILA,41797,TESALIA
120,ALCALDIA DE BAHIA SOLANO,891680395,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-77.416535344,6.162762775,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",4,1,0,0,5,0,27,CHOCÓ,27075,BAHÍA SOLANO
4456,HOSPITAL EL CARMEN DE CHUCURI,804016365,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,ADSCRITAS,EMPRESAS SOCIALES DEL ESTADO,-73.564752876,6.664260002,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",1,0,2,0,1,2,68,SANTANDER,68235,EL CARMEN DE CHUCURÍ
41,ALCALDIA DE PALMAR DE VARELA ATLANTICO,800068444,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-74.770150903,10.694812078,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",3,3,1,1,6,2,08,ATLÁNTICO,08520,PALMAR DE VARELA
4647,INSTITUTO FINANCIERO DE CASANARE  I.F.C.,800221777,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-72.25802857,5.242744761,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",0,1,1,5,1,6,85,CASANARE,85001,YOPAL
1120,ALCALDIA DE SIACHOQUE,891801911,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-73.216817778,5.498747701,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",3,1,0,0,4,0,15,BOYACÁ,15740,SIACHOQUE
3137,HOSPITAL  NUESTRA SEÑORA DEL PERPETUO SOCORRO  -DABEIBA,890984670,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-76.314263284,6.992243782,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",1,0,0,2,1,2,05,ANTIOQUIA,05234,DABEIBA
1011,ALCALDIA DE SAN BERNARDO - NARIÑO,800193031,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-77.020706625,1.529782485,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",0,1,1,2,1,3,52,NARIÑO,52685,SAN BERNARDO
170,ALCALDIA DE CACOTA,800099234,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-72.652121526,7.270560088,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",2,3,0,0,5,0,54,NORTE DE SANTANDER,54125,CÁCOTA
1590,CONCEJO DE CALIMA DEL DARIEN,890309611,TERRITORIAL,MUNICIPAL,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,NO APLICA,NO APLICA,CONCEJO MUNICIPAL,-76.642604838,3.923271619,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",2,1,0,0,3,0,76,VALLE DEL CAUCA,76126,CALIMA
4880,EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE OIBA E.S.P. OIBANA DE SERVICIOS PUBLICOS,804005998,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,-73.279615153,6.225596216,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",1,0,0,0,1,0,68,SANTANDER,68500,OIBA
851,ALCALDIA DE PANDI,890680173,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-74.471121297,4.180497268,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",4,2,0,0,6,0,25,CUNDINAMARCA,25524,PANDI
163,ALCALDIA DE BUSBANZA,800099714,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-72.87574623,5.843483731,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",2,2,0,0,4,0,15,BOYACÁ,15114,BUSBANZÁ
4278,ESCUELA DE CAPACITACION MUNICIPAL DE FLORIDABLANCA-ECAM,804015969,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-73.067992503,7.079704598,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",1,0,0,0,1,0,68,SANTANDER,68276,FLORIDABLANCA
3399,HOSPITAL FRAY LUIS DE LEON  - PLATO,8190014831,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-74.601815758,9.76945611,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",1,0,1,2,1,3,47,MAGDALENA,47555,PLATO
2811,EMPRESA SOCIAL DEL ESTADO INSTITUTO DE SALUD DE BUCARAMANGA  - ISABU,800084206,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-73.111569971,7.155833544,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",1,1,0,3,2,3,68,SANTANDER,68001,BUCARAMANGA
598,ALCALDIA DE GACHETA,899999331,TERRITORIAL,MUNICIPAL,ORGANOS DE CONTROL,NO APLICA,DESCENTRALIZADO,NO APLICA,ALCALDÍA,-73.617382409,5.040349198,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",3,3,0,0,6,0,25,CUNDINAMARCA,25426,MACHETÁ
554,ALCALDIA DE EL PEÑON - SANTANDER,800213967,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-74.000403973,6.123389691,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",2,0,2,0,2,2,68,SANTANDER,68250,EL PEÑÓN
2796,CENTRO DE SALUD SAN LORENZO,900192832,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,SALUD Y PROTECCIÓN SOCIAL,DESCENTRALIZADO,NO APLICA,EMPRESAS SOCIALES DEL ESTADO,-77.218726925,1.542139582,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",0,1,2,1,1,3,52,NARIÑO,52687,SAN LORENZO
402,ALCALDIA DE GUAMAL MAGDALENA,891780047,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-74.139680847,9.248004673,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",3,1,1,0,4,1,47,MAGDALENA,47318,GUAMAL
2083,"CONCEJO DE VILLANUEVA -- VILLANUEVA, CASANARE",892099475,TERRITORIAL,MUNICIPAL,CORPORACIÓN POLÍTICO ADMINISTRATIVA,NO APLICA,NO APLICA,NO APLICA,CONCEJO MUNICIPAL,-72.82314281,4.528307719,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",1,0,0,0,1,0,85,CASANARE,85440,VILLANUEVA
1090,ALCALDIA DE SANTA MARIA,6800029386,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-73.253775062,4.823002556,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",3,3,0,0,6,0,15,BOYACÁ,15690,SANTA MARÍA
190,ALCALDIA DE CANDELARIA VALLE DEL CAUCA,891380038,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-76.383176631,3.382091564,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",2,7,2,1,9,3,76,VALLE DEL CAUCA,76130,CANDELARIA
243,ALCALDIA DE CIENEGA  BOYACA,891801988,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-73.282057716,5.393059633,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",1,0,1,2,1,3,15,BOYACÁ,15189,CIÉNEGA
3308,HOSPITAL  SANTA LUCIA  - EL DOVIO,891901296,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-76.287627013,4.539979729,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",2,0,0,0,2,0,76,VALLE DEL CAUCA,76250,EL DOVIO
593,ALCALDIA DE FUQUENE,899999323,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-73.770598289,5.416288902,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",5,2,0,0,7,0,25,CUNDINAMARCA,25288,FÚQUENE
715,ALCALDIA DE LA VICTORIA - VALLE DEL CAUCA,800100524,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-75.966773027,4.483511142,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",3,2,0,,5,,76,VALLE DEL CAUCA,76403,LA VICTORIA
3810,EMPRESAS PUBLICAS DE VENECIA S.A. E.S.P.,811016420,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,-75.777224226,5.956576355,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",1,0,0,0,1,0,05,ANTIOQUIA,05861,VENECIA
184,ALCALDIA DE CAMPAMENTO,890982147,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-75.287661778,7.036017478,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",2,0,2,3,2,5,05,ANTIOQUIA,05134,CAMPAMENTO
3320,HOSPITAL  SARARE  -SARAVENA,800231215,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-71.850707567,6.906941714,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",2,1,0,1,3,1,81,ARAUCA,81736,SARAVENA
804,ALCALDIA DE NEIVA,891180009,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,FUNCIÓN PÚBLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-75.272362322,2.993360046,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",12,9,16,6,21,22,41,HUILA,41001,NEIVA
3755,"EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO, ALCANTARILLAD  O  Y ASEO MUNICIPAL DE CURUMANI - ACUACUR",800239720,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,-73.488108612,9.238771332,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",1,0,0,,1,,20,CESAR,20228,CURUMANÍ
823,ALCALDIA DE ORITO,800102896,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-76.943139229,.673756323,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",4,2,3,1,6,4,86,PUTUMAYO,86320,ORITO
4081,EMPRESAS PUBLICAS DE ABEJORRAL,800123369,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,-75.438473525,5.803728154,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",1,0,0,0,1,0,05,ANTIOQUIA,05002,ABEJORRAL
3400,HOSPITAL GERIATRICO  SAN ISIDRO  -MANIZALES,800139366,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-75.50727881,5.08343301,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",1,0,2,1,1,3,17,CALDAS,17001,MANIZALES
916,ALCALDIA DE PUERTO ASIS,891200461,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-76.521582034,.433884539,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",6,5,4,10,11,14,86,PUTUMAYO,86568,PUERTO ASÍS
1279,ALCALDIA DE YOTOCO,800100531,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-76.390804349,3.904130354,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",3,6,0,1,9,1,76,VALLE DEL CAUCA,76890,YOTOCO
919,ALCALDIA DE PUERTO BOYACA,891800466,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-74.452858102,5.953466654,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",3,3,2,1,6,3,15,BOYACÁ,15572,PUERTO BOYACÁ
3240,HOSPITAL  SAN NICOLAS - VERSALLES,891901061,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-76.259244825,4.644242641,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",0,1,1,0,1,1,76,VALLE DEL CAUCA,76863,VERSALLES
213,ALCALDIA DE CERTEGUI,818001202,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-76.522642368,5.389828229,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",0,1,1,2,1,3,27,CHOCÓ,27160,CÉRTEGUI
4553,EMPRESA DE DESARROLLO URBANO Y RURAL DE DOSQUEBRADAS - EDOS,816005795,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,ADSCRITAS,EMPRESAS INDUSTRIALES Y COMERCIALES DEL ESTADO,-75.669936549,4.842021144,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",0,0,2,1,0,3,66,RISARALDA,66170,DOSQUEBRADAS
3852,EMPRESA DE SERVICIOS PUBLICOS - COCORNA,811021485,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,-75.160154033,6.005593074,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",0,1,0,0,1,0,05,ANTIOQUIA,05197,COCORNÁ
3198,HOSPITAL  SAN JOSE  - ORTEGA,890700967,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-75.278243144,3.937793962,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",1,1,0,0,2,0,73,TOLIMA,73504,ORTEGA
420,ALCALDIA DE LERIDA,890702034,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-74.923371784,4.866034592,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",3,0,1,2,3,3,73,TOLIMA,73408,LÉRIDA
4204,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE LA ESTRELLA ANTIOQUIA .,900332363,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS DE SERVICIOS PUBLICOS DOMICILIARIOS - MIXTAS,-75.648954991,6.137595883,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",2,1,1,1,3,2,05,ANTIOQUIA,05380,LA ESTRELLA
2914,HOSPITAL NUESTRA SEÑORA DE FATIMA EMPRESA SOCIAL DEL ESTADO,809003128,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,ADSCRITAS,EMPRESAS SOCIALES DEL ESTADO,-74.837086379,4.242813257,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",0,1,0,1,1,1,73,TOLIMA,73275,FLANDES
3084,HOSPITAL  FEDERICO ARBELAEZ   - CUNDAY,890702080,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-74.689369077,3.98252395,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",1,0,0,0,1,0,73,TOLIMA,73226,CUNDAY
170,ALCALDIA DE CACOTA,800099234,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-72.652121526,7.270560088,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",2,3,2,7,5,9,54,NORTE DE SANTANDER,54125,CÁCOTA
3416,EMPRESA SOCIAL DEL ESTADO HOSPITAL JUAN PABLO II - ARATOCA (SANTANDER),800193904,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-73.01162697,6.716766585,2018,"Fuente: Función Pública, Informe Ley de Cuotas, 2018",0,1,0,,1,,68,SANTANDER,68051,ARATOCA
871,ALCALDIA DE PIJIÑO DEL CARMEN,819000985,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-74.144765702,9.530748654,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",4,1,0,0,5,0,47,MAGDALENA,47545,PIJIÑO DEL CARMEN
1051,ALCALDIA DE SAN LUIS - ANTIOQUIA,890984376,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-75.007667403,6.024205956,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",3,2,0,0,5,0,05,ANTIOQUIA,05660,SAN LUIS
8068,ALCALDIA DE MOCOA,800102891,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-76.665843491,1.26070915,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",6,2,3,2,8,5,86,PUTUMAYO,86001,MOCOA
3206,HOSPITAL  SAN JUAN DE DIOS - CARMEN DE VIBORAL,890907279,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-75.263536102,5.978078841,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",2,1,0,0,3,0,05,ANTIOQUIA,05148,EL CARMEN DE VIBORAL
1126,ALCALDIA DE SINCELEJO,800104062,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-75.431749665,9.316673928,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",8,4,15,16,12,31,70,SUCRE,70001,SINCELEJO
3319,HOSPITAL  SANTO DOMINGO  - CASABIANCA,800031724,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-75.194577027,5.007003948,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",0,1,0,0,1,0,73,TOLIMA,73152,CASABIANCA
633,ALCALDIA DE GUASCA,899999442,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-73.846434852,4.801276832,2022,"Fuente: Función Pública, Informe Ley de Cuotas, 2022",0,4,3,1,4,4,25,CUNDINAMARCA,25322,GUASCA
4811,INSTITUTO TECNICO AGRICOLA DE GUADALAJARA DE BUGA,800124023,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,ADSCRITAS,ESTABLECIMIENTO PÚBLICO,-75.983124185,3.819854318,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",1,3,0,0,4,0,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA
1359,ASOCIACION DE SERVICIOS BASICOS EN SALUD,800044967,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-75.50727881,5.08343301,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",1,0,0,3,1,3,17,CALDAS,17001,MANIZALES
286,ALCALDIA DE CORDOBA QUINDIO,890001061,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-75.651323077,4.395975176,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",1,0,2,1,1,3,63,QUINDÍO,63212,CÓRDOBA
4443,HOSPITAL SAN FRANCISCO DE VIOTA,890680032,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-74.485433391,4.436054105,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",0,1,0,1,1,1,25,CUNDINAMARCA,25878,VIOTÁ
3570,HOSPITAL SAN BERNARDO DE FILADELFIA,890802223,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-75.589787839,5.285743777,2020,"Fuente: Función Pública, Informe Ley de Cuotas, 2020",0,1,0,0,1,0,17,CALDAS,17272,FILADELFIA
702,ALCALDIA DE LA PLATA,891181155,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-76.001172988,2.328076586,2017,"Fuente: Función Pública, Informe Ley de Cuotas, 2017",6,0,2,3,6,5,41,HUILA,41396,LA PLATA
3814,EMPRESA REGIONAL DE SERVICIO PUBLICO DE ASEO DE CANDELARIA SA,900276577,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIO OFICIAL,-76.383176631,3.382091564,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",0,1,0,5,1,5,76,VALLE DEL CAUCA,76130,CANDELARIA
199,ALCALDIA DE CARMEN DE APICALA,800100050,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,CENTRAL,ADSCRITAS,ALCALDÍA,-74.747002457,4.123416795,2019,"Fuente: Función Pública, Informe Ley de Cuotas, 2019",2,4,1,0,6,1,73,TOLIMA,73148,CARMEN DE APICALÁ
2792,CENTRO DE SALUD PESCA UNIDAD ADMINISTRATIVA ESPECIAL - BOYACA,826002031,TERRITORIAL,MUNICIPAL,RAMA EJECUTIVA,NO APLICA,DESCENTRALIZADO,VINCULADAS,EMPRESAS SOCIALES DEL ESTADO,-73.07837993,5.498483324,2021,"Fuente: Función Pública, Informe Ley de Cuotas, 2021",0,1,0,0,1,0,15,BOYACÁ,15542,PESCA
